REG_NUMBER	COMPANY_NAME	SURNAME1	SURNAME2	CODE	SHORT_ES	LONG_ES	LONG_EN	TRADE_NAME	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	PHONE	URL	COORDINATE_X	COORDINATE_Y	PRECISION	EMPLOYEES	ACTIVITY_CODE	ACTIVITY_DESCRIPTION	ACTIVITY_CODE_2	ACTIVITY_DESCRIPTION_2	ACTIVITY_CODE_3	ACTIVITY_DESCRIPTION_3	CORPORATE_PURPOSE	COD_CONFIRMED_STATUS	CONFIRMED_STATUS	CONFIRMED_STATUS_DATE	COD_TRADING_STATUS	TRADING_STATUS	TRADING_STATUS_DATE	COD_INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDING_DATE	INDIV_LATEST_FILED_ACCOUNTS	INDIV_LATEST_FILED_ACCOUNTS_YEAR	ACTIVITY_START_DATE	PARENT_COMPANY_REG_NUMBER	PARENT_COMPANY_NAME	PARENT_COMPANY_LEGAL_FORM	INDIC_INDIVID_BALANC_SHEET_AUDIT	INDIVIDUAL_BALANCE_SHEET_AUDITOR	OP_INDIVID_BALANC_SHEET_AUDIT
V60906435	CAJA DE INGENIEROS FONDO DE PENSIONES			11	Fondo	Fondo	Fund		VIA	LAIETANA	37		08003	BARCELONA	BARCELONA							6530	Pension funds					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2025	09JUN2026	07-09-1995				S	DELOITTE, S.L.	Favourable opinion
V61095931	CONSORCI FILATS SABADELL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		PSAJE	JONC	5	3 1	08202	SABADELL	BARCELONA			2.108603200	41.548519300	4		9412	Activities of professional organizations					La Prestacion A Sus Socios De Servicios Comunes Relacionados Con La Actividad Profesional Realizada Por Cada Uno De Ellos, Industriales De La Actividad Textil De Hilatura, Etc.										1997	01AUG1998	02-04-1996						
V61317038	FONPENEDES INVERSIO			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios De Renta Fija Y Otros Activos Financieros Para Compensar, Por Una Adecuada Composicion De Sus Activos, Los Riesgos, Etc.										2005	01AUG2006	06-06-1997						
V61317046	FONPENEDES GARANTIT			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliario5 De Renta Fija Y Otros Activos Financieros Para Compensar Por Una Adecuada Composicion De Sus Activos, Los Riesgos, Etc.										2005	01JUL2006	13-06-1997						
V61341111	CAIXASABADELL 6 MIXT			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	89		28046	MADRID	MADRID			-3.691538200	40.450224600	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros, Para Compensar Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipo5 De Rendimiento, Etc.										2002	01JUN2003	08-04-1997						
V61341129	CAIXASABADELL 7 R V			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	89		28046	MADRID	MADRID			-3.691538200	40.450224600	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion. Tenencia. Disfrute. Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Por Una Adecuada Composicion De Sus Activos. Los Riesgos Y Los Tipo5 De Rendimiento. Etc.										2002	01JUN2003	08-04-1997						
V61372264	MARKET BUSINESS RESEARCH M B R			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	PARIS	186	5	08036	BARCELONA	BARCELONA			2.153522700	41.393463300	1		9499	Other associative activities n.e.c.					Una Actividad Auxiliar Y Complementaria De La Llevada A Cabo Por Sus Socios En El Area Comercial, Fundada En Las, Sinergias Resultantes De La Actuacion Conjunta De Los Socios Y De La Venta La Apreciable Que Ello Supone, Etc.										1999	01NOV2000	30-04-1997						
V61513453	MIDAT CYCLOPS FP			11	Fondo	Fondo	Fund		PASEO	DE LA CASTELLANA	189		28046	MADRID	MADRID			-3.690384600	40.467392400	1		6630	Fund management activities					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2024	10JUL2025	04-02-1998						
V61543195	COGENERACION AYMEREL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CTRA	SALADEURAS	S/N		08507	SANTA EUGENIA DE BERGA	BARCELONA	938855203		2.278976356	41.904712367	21		3511	Electricity production from non-renewable sources					La Construccion Y Explotacion De Una Planta De Cogeneracion, A Fin De Producir Energia Electrica Y Termica Para Satisfacer Las Necesidades Industriales De Cial Aymerich Y Complementaria Activ. Propia De Rec. Energ.Locales Sa. Etc.	02	We have confirmed that this firm is active, but it has not provided us with information.	02AUG2012							2024	09SEP2025	21-03-1998						
V61687737	FONPENEDES EUROBORSA 100			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgo Y Los Tipos De Rendimiento, Etc.										2005	01AUG2006	16-07-1998						
V61687810	FONPENEDES VARIABLE MIXT			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipo De Rendimiento, Etc.										2005	01AUG2006	16-07-1998						
V61973855	FIBANC MIXTO R F EUROPA			11	Fondo	Fondo	Fund		CALLE	CAPITA ARENAS	1		08034	BARCELONA	BARCELONA			2.126087800	41.388982900	4		4711	Non-specialized retail trade with predominance of food, beverages and tobacco products					La Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgos, Etc.												31-05-1999						
V61973863	FIBANC MIXTO R V EUROPA			11	Fondo	Fondo	Fund		CALLE	CAPITA ARENAS	1		08034	BARCELONA	BARCELONA			2.126087800	41.388982900	4		4711	Non-specialized retail trade with predominance of food, beverages and tobacco products					La Adquisicion, Tenencia. Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgos, Etc.												31-05-1999						
V62038674	FONPENEDES BORSA USA			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimiento. Etc.										2005	01AUG2006	27-09-1999						
V62038690	FONPENEDES DOLAR			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Por Una Adecuada Composicion De Sus Activos. Los Riesgos Y Los Tipos De Rendimiento, Etc.										2005	01AUG2006	27-09-1999						
V62038708	FONPENEDES BORSA JAPO			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimiento, Etc.										2005	01JUL2006	27-09-1999						
V62038716	FONPENEDES MIXT EUROEMERGENT			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimiento, Etc.										2005	01AUG2006	27-09-1999						
V62038724	FONPENEDES TECNOLOGIA			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Com Posicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimiento, Etc.										2005	01AUG2006	27-09-1999						
V62057690	UNIDES PREVISION			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	BALMES	2	PTA 8	08007	BARCELONA	BARCELONA			2.167398600	41.386079000	1								Facilitar El Desarrollo De La Actividad De Sus Socios, Sin Animo De Lucro, A Traves De La Realizacion De Actividades Y Prestacion De Servicios Auxiliares A Los De Aquellos, Tales Como Servicios Administrativos, Informaticos Etc.				3	Disolution. Voluntary	21SEP2004				2003	01AUG2004	31-08-1999						
V62237227	FONDO GRUPO RHODIA FP			11	Fondo	Fondo	Fund		PASEO	DE LA CASTELLANA	189		28046	MADRID	MADRID			-3.690384600	40.467392400	1		6530	Pension funds					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2025	25MAY2026	18-04-2000						
V62345764	BENKERS TECH			11	Fondo	Fondo	Fund		CALLE	MUNTANER	240	1 2	08021	BARCELONA	BARCELONA			2.149462500	41.394403800	1		6614	Other brokerage activities in securities and other assets transactions					La Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimiento, Etc.												02-11-2000						
V62393236	SUD BARCELONA NORD			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	COLON	63		08301	MATARO	BARCELONA			2.442255300	41.538867600	5		8622	Activities of other medical specialties					Actividad Auxiliar A La De Sus Socios Consistente En Coordinacion De Labor Profesional. Organizacion De Medios Humanos Servicios Sanitarios Y Relaciones Juridicas, Necesarias Para Prestar Servicios De Urgencia Domiciliaria Etc.										2024	18MAY2026	15-11-2000						
V62393244	SUD VALLES OCCIDENTAL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		AVDA	JACQUARD	53	P. 2 PTA. 1	08222	TERRASSA	BARCELONA	932542519		2.020456600	41.564102700	1		7020	Other business management consulting activities					Actividad Auxiliar A La De Sus Socios Consistente En Coordinacion De Laborprofesional, Orcanizacion De Medios Humanos, Servicios Sanitarios, Relaciones Juridicas Necesarias Para Prestar Servicios De Urgencia Domiciliaria, Etc.										2024	29JAN2026	15-11-2000						
V62459920	PREMESER			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	ARAGO	385	2	08013	BARCELONA	BARCELONA	933015037		2.173471800	41.399069200	1		8299	Other business support activities n.e.c.					Facilitar El Desarrollo De La Actividad De Sus Socios. Sin Animo De Lucro, A Traves De Realizacion De Actividades Y Prestacion De Servicios Auxiliares A Los De Aquellos, Tales Como Servicios Administrativos, Informaticos, Etc.	02	We have confirmed that this firm is active, but it has not provided us with information.	18NOV2006							2006	01JUL2007	01-01-2001						
V62675830	ADMINISTRACIO PLAICARNA			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	ARIBAU	185	187	08021	BARCELONA	BARCELONA			2.150148200	41.394978400	1		9700	Activities of households as employers of domestic personnel					Gestion Y Realizacion Conjunta De Actividades Propias De La Administracion De La Comunidad De Propietarios Del Edificio Sito En Barcelona, Aribau Ciento Ochenta Y Chinco Y Ciento Ochenta Y Siete, Propias De Las Personas Fisicas O Jubidicas Que Integran La Agrupacion. Vigilancia Privada.										2016	28AUG2017	21-09-2001						
V78225489	DINERFONDO FIAMM			41	Sin identificar	Forma jurídica sin identificar	Unidentified legal form		PASEO	CASTELLANA	89	7 PLT	28046	MADRID	MADRID			-3.691538200	40.450224600	1		6820	Renting of real estate for own account															2002	01JUN2003	08-01-1986						
V78225497	FONDICAJA			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	89	PLT 7	28046	MADRID	MADRID			-3.691538200	40.450224600	1		8299	Other business support activities n.e.c.															2002	01JUN2003	08-01-1986						
V78381001	SANTANDER CENTRAL HISPANO AHORRO DIARIO I FIM			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	32		28046	MADRID	MADRID			-3.687591300	40.432085800	1		6499	Other financial services, except insurance and pension funding n.e.c.															2001	01AUG2002	01-07-1988						
V78408622	FONBILBAO FONDO DE INVERSION DE ACTIVOS DEL MERCADO MONETARIO			11	Fondo	Fondo	Fund															6614	Other brokerage activities in securities and other assets transactions															2006	01JUN2007	14-01-1987						
V78692803	FONCAFIX			11	Fondo	Fondo	Fund		PLAZA	DEL MARQUES DE SALAMANCA	10		28006	MADRID	MADRID			-3.679061300	40.429390000	1		6820	Renting of real estate for own account															2003	01NOV2004	14-12-1989						
V78697604	CAM BONOS 1 FIM			11	Fondo	Fondo	Fund		AVDA	DOCTOR GADEA	1	ENTLO	03003	ALICANTE	ALICANTE			-0.487827600	38.341047700	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar, Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Tipos De Rendimientos.										2003	01JUN2004	01-10-1990						
V78848918	FONBILBAO ACCIONES FIM			11	Fondo	Fondo	Fund															8299	Other business support activities n.e.c.															2007	01APR2008							
V78958162	IBERCAJA PENSIONES FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	S/N		50004	ZARAGOZA	ZARAGOZA	976768826		-0.883104300	41.648528400	7		6530	Pension funds					Fondo De Pensiones	02	We have confirmed that this firm is active, but it has not provided us with information.	18MAY2009							2025	22MAY2026	16-12-1988						
V78958550	AHORROPENSION DOS FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	VIRGEN DE LOS PELIGROS	3		28013	MADRID	MADRID			-3.699657300	40.418448300	1		5611	Restaurants															2024	13JUN2025	01-01-1988						
V78960077	PASTOR FIJO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	RAMIREZ DE ARELLANO	35	4	28043	MADRID	MADRID			-3.658603250	40.446453500	5		6530	Pension funds															2023	11NOV2025	20-12-1988						
V78960465	HERRERO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	ISABEL COLBRAND	22		28050	MADRID	MADRID			-3.680187900	40.510083800	1		6614	Other brokerage activities in securities and other assets transactions															2024	05JUN2025	20-12-1988						
V78964251	SANTANDER AHORRO 72 FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	ORENSE	2		28020	MADRID	MADRID	913301606		-3.695259500	40.447171300	1		6530	Pension funds					Dar Cumplimiento A Los Planes De Pensiones Que En El Se Integran										2024	22DEC2025	20-12-1988				S	ERNST & YOUNG, S.L.	Favourable opinion
V79164851	FONDESPAÑA I FIM			11	Fondo	Fondo	Fund																															2002	01JUN2003	24-05-1989						
V79289302	SANTANDER AHORRO 8 FP			11	Fondo	Fondo	Fund		CALLE	SERRANO	69		28006	MADRID	MADRID			-3.686883700	40.433602800	1		6499	Other financial services, except insurance and pension funding n.e.c.															2023	25SEP2024	20-12-1989						
V79298337	PASTOR MIXTO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	RAMIREZ DE ARELLANO	35	4	28043	MADRID	MADRID			-3.658603300	40.446453500	5		6530	Pension funds															2023	11NOV2025	01-12-1989						
V79300067	FONDO DE PENSIONES DEL COLEGIO DE ECONOMISTAS DE MADRID F.P			11	Fondo	Fondo	Fund		PASEO	DE LA CASTELLANA	189		28046	MADRID	MADRID			-3.690384600	40.467392400	1		8520	Primary education															2024	10JUL2025	28-11-1989						
V79336913	GENERALI UNO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PLAZA	DE MANUEL GOMEZ MORENO	5		28020	MADRID	MADRID	902053021		-3.694103600	40.447729500	4		6530	Pension funds					Planes De Pensiones Que En El Se Integran.										2025	18MAY2026	07-01-1990						
V79336939	GENERALI DOS FP			11	Fondo	Fondo	Fund		PLAZA	DE MANUEL GOMEZ MORENO	5		28020	MADRID	MADRID			-3.694103600	40.447729500	4		6530	Pension funds															2025	25MAY2026	07-01-1990						
V79435905	CAI RENTA FIM			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	89		28046	MADRID	MADRID			-3.691538200	40.450224600	1		6820	Renting of real estate for own account															2002	01JUL2003	15-06-1990						
V79438313	GESCONSULT CRECIMIENTO FIM			11	Fondo	Fondo	Fund		CALLE	JOSE ORTEGA Y GASSET	40		28006	MADRID	MADRID			-3.678423700	40.429799600	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Moviliarios Y Otros Activos Financieros Que Permita La Legislacion Vigente Para Compensar, Por Una Adecuada Composicion De Sus Activos.										2003	01OCT2004	28-05-1990						
V79481198	BBVA FUTURO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	81		28046	MADRID	MADRID			-3.691676400	40.447918800	1		6629	Activities auxiliary to insurance and pension funding n.e.c.					Instrumentacion De Planes De Pensiones Que En El Se Integre.										2018	23SEP2019	04-09-1990						
V79513032	FONDAUTO CONSERVADOR FP			11	Fondo	Fondo	Fund		PASEO	CASTELLANA	33		28046	MADRID	MADRID			-3.689204800	40.432752200	1		6629	Activities auxiliary to insurance and pension funding n.e.c.					Dar Cumplimiento A Los Planes De Pensiones A El Adheridos.										2024	17OCT2025	01-10-1990						
V79522355	AHORRO CORPORACION DEUDA FONDTESORO			11	Fondo	Fondo	Fund		CALLE	VIRGEN DE LOS PELIGROS	3		28013	MADRID	MADRID			-3.699657300	40.418448300	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar, Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimientos.										2002	01JUN2003	08-10-1990						
V79523718	MAPFRE FONDTESORO			11	Fondo	Fondo	Fund		AVDA	DEL GENERAL PERON	40	C 3 PLT	28020	MADRID	MADRID			-3.693193400	40.451572200	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Por Una Adecuada Composicion De Sus Activos Los Riesgos Y Los Tipos De Rendimientos.										2005	01MAY2006	04-10-1990						
